0,1,0,0,0,0
0.1,1.00986,0.197146,6.27827,-0.0977691,470.992
0.2,1.00074,-0.379411,6.28305,0.192928,4487.12
0.3,1.12691,2.90127,6.22048,-1.43813,134893
0.4,1.2292,-0.855105,6.17247,0.480164,305061
0.5,1.28679,2.00623,6.15193,-0.888304,405045
0.6,1.4115,0.487866,6.10437,-0.0601322,432526
0.7,1.57757,2.8311,6.04539,-1.11123,500529
0.8,1.92731,4.15847,5.909,-1.59886,523366
0.9,2.54989,8.26452,5.66624,-3.18735,744732
1,3.3135,7.01652,5.38721,-2.39985,761053
1.1,3.85275,3.78662,5.21358,-1.10889,896666
1.2,4.33126,5.7819,5.10226,-1.09657,955111
1.3,4.89032,5.40282,5.01889,-0.571444,956759
1.4,5.41214,5.03473,4.98787,-0.0494129,958440
1.5,5.9857,6.43648,4.99694,0.229681,987261
1.6,6.74043,8.65801,5.0273,0.371285,1.05887e+06
1.7,7.59653,8.46158,5.08917,0.865821,1.05925e+06
1.8,8.25992,4.79059,5.23502,2.08971,1.24075e+06
1.9,8.68088,3.61788,5.48056,2.83142,1.25569e+06
2,8.87499,0.240239,5.84355,4.47401,1.38796e+06
2.1,9.03743,3.04514,6.23229,3.23109,1.49046e+06
2.2,9.20529,0.343594,0.338466,4.49723,1.58281e+06
2.3,9.13245,-1.74701,0.823607,5.10457,1.65374e+06
2.4,9.10821,1.23075,1.27221,3.95325,1.75059e+06
2.5,9.37044,3.99479,1.63147,3.3115,1.84326e+06
2.6,9.91423,6.87771,1.95059,3.15068,1.94993e+06
2.7,10.6054,6.93369,2.24474,2.74289,1.94995e+06
2.8,11.1343,3.62077,2.44497,1.22572,2.09596e+06
2.9,11.3039,-0.231758,2.47695,-0.591998,2.28447e+06
3,11.3832,1.81575,2.44217,-0.110278,2.34115e+06
3.1,11.7045,4.61203,2.46899,0.65312,2.4459e+06
3.2,12.1859,5.01661,2.52747,0.521606,2.44842e+06
3.3,12.5857,2.97966,2.52382,-0.594484,2.4996e+06
3.4,12.8194,1.69907,2.42397,-1.40047,2.51983e+06
3.5,13.1926,5.75523,2.34117,-0.282807,2.74034e+06
3.6,13.7894,6.18129,2.30245,-0.494749,2.74323e+06
3.7,14.3135,4.30897,2.20383,-1.4685,2.78899e+06
3.8,14.7982,5.38473,2.05134,-1.59934,2.80499e+06
3.9,15.5349,9.34314,1.91053,-1.26516,3.02463e+06
4,16.2933,5.84069,1.73547,-2.18824,3.20234e+06
4.1,16.9532,7.36621,1.49561,-2.64013,3.23189e+06
4.2,17.6179,5.93231,1.21342,-2.9663,3.26756e+06
4.3,18.2636,6.9943,0.883237,-3.65243,3.27793e+06
4.4,19.1011,9.77318,0.451096,-5.03201,3.3616e+06
4.5,20.0268,8.69596,6.24885,-4.60737,3.3787e+06
4.6,20.8311,7.37122,5.82445,-3.84967,3.39717e+06
4.7,21.6069,8.12546,5.43695,-3.85292,3.40894e+06
4.8,22.3359,6.47095,5.09544,-3.00712,3.43782e+06
4.9,22.8191,3.21395,4.84166,-2.13224,3.57759e+06
5,23.266,5.73021,4.64903,-1.67952,3.67343e+06
5.1,24.0219,9.39737,4.5158,-0.945506,3.86846e+06
5.2,24.7932,6.02678,4.42615,-0.873707,4.03106e+06
5.3,25.3807,5.72707,4.35978,-0.456626,4.03248e+06
5.4,25.7764,2.18476,4.30502,-0.655493,4.21144e+06
5.5,26.0415,3.11887,4.27139,-0.0155221,4.2229e+06
5.6,26.2459,0.968582,4.26901,-0.0325554,4.2894e+06
5.7,26.2731,-0.423679,4.27296,0.112078,4.31773e+06
5.8,26.4316,3.58358,4.34788,1.36397,4.54061e+06
5.9,26.8858,5.48936,4.52232,2.10047,4.59373e+06
6,27.5693,8.16699,4.76436,2.68738,4.70398e+06
6.1,28.3255,6.94305,5.0617,3.2858,4.72016e+06
6.2,28.9698,5.93107,5.4233,3.96057,4.72866e+06
6.3,29.4513,3.69081,5.8772,5.14125,4.77976e+06
6.4,30.0327,7.98422,0.0118086,3.13094,5.0134e+06
6.5,30.7897,7.17401,0.342491,3.44363,5.02242e+06
6.6,31.4769,6.58574,0.689586,3.45836,5.02916e+06
6.7,32.1908,7.68335,0.998648,2.73041,5.0408e+06
