50,1,2.5
0,1,0,0,0,0,0
0.1,0.831515,-3.36257,0.0631374,1.25585,-347.716,120907
0.2,0.654083,-0.186915,0.127549,0.0300482,323.405,225497
0.3,0.853637,4.18064,0.0469483,-1.64022,446.605,424954
0.4,1.27018,4.12947,6.16682,-1.60818,-2.53526,424960
0.5,1.6453,3.36429,6.02308,-1.2561,-66.846,429428
0.6,1.96655,3.05588,5.90837,-1.03051,-14.4008,429636
0.7,2.13789,0.382856,5.85897,0.0379879,-276.756,506230
0.8,2.13189,-0.504524,5.88547,0.491754,-80.7631,512752
0.9,2.01022,-1.93605,5.96631,1.12547,-137.72,531719
1,1.6603,-5.07832,6.14037,2.35905,-313.141,629776
1.1,1.26499,-2.79279,0.0522398,1.51583,240.169,687458
1.2,1.0456,-1.58741,0.179614,1.02217,117.303,701218
1.3,0.963493,-0.0564736,0.249838,0.380215,149.975,723710
1.4,0.769967,-3.77639,0.350893,1.61457,-414.515,895533
1.5,0.629889,0.943735,0.422751,-0.162493,499.971,1.1455e+06
1.6,0.820764,2.883,0.365887,-0.977446,195.32,1.18365e+06
1.7,1.30011,6.73768,0.194218,-2.46971,389.386,1.33528e+06
1.8,2.18092,10.7988,6.15138,-4.00424,415.893,1.50824e+06
1.9,3.23191,10.124,5.7661,-3.64996,-1.62807,1.50824e+06
2,4.39018,12.8442,5.36818,-4.18989,485.251,1.74371e+06
2.1,5.65014,12.3779,4.9697,-3.78307,129.088,1.76038e+06
2.2,6.8182,11.0402,4.61323,-3.37603,-38.5392,1.76186e+06
2.3,7.8332,9.28863,4.28671,-3.19129,-139.785,1.7814e+06
2.4,8.81981,10.5323,3.9945,-2.62548,237.704,1.8379e+06
2.5,9.74802,7.98349,3.71067,-3.10753,-270.979,1.91133e+06
2.6,10.6484,10.113,3.44245,-2.22706,258.077,1.97794e+06
2.7,11.5419,7.74299,3.18059,-3.03718,-242.015,2.03651e+06
2.8,12.4741,10.8936,2.93508,-1.89506,325.082,2.14219e+06
2.9,13.7438,14.4636,2.80637,-0.708155,387.242,2.29214e+06
3,15.2263,15.1797,2.74182,-0.589703,91.7285,2.30056e+06
3.1,16.9598,19.494,2.74991,0.753979,492.133,2.54275e+06
3.2,18.894,19.1911,2.81336,0.518262,-19.6536,2.54314e+06
3.3,20.6092,15.1205,2.78663,-1.04903,-426.317,2.72489e+06
3.4,21.9633,12.0233,2.61991,-2.2606,-342.534,2.84222e+06
3.5,22.9784,8.45377,2.32554,-3.54897,-476.497,3.06926e+06
3.6,23.7395,6.9184,1.93693,-4.17466,-347.412,3.18996e+06
3.7,24.3579,5.5502,1.49522,-4.62011,-435.655,3.37976e+06
3.8,24.9157,5.62597,1.01507,-4.97759,-273.278,3.45444e+06
3.9,25.6133,8.33289,0.470069,-5.96133,69.943,3.45933e+06
4,26.6222,11.3275,6.08971,-7.09961,242.637,3.5182e+06
4.1,27.4984,6.17405,5.47429,-5.26316,-356.262,3.64512e+06
4.2,27.8532,1.12235,5.01897,-3.99063,-454.158,3.85138e+06
4.3,27.9334,0.53561,4.6402,-3.59807,94.9733,3.8604e+06
4.4,28.028,1.43433,4.30147,-3.15599,259.951,3.92798e+06
4.5,28.2567,3.2406,4.0177,-2.48145,311.919,4.02527e+06
4.6,28.7521,6.77033,3.8276,-1.27221,453.95,4.23134e+06
4.7,29.4857,7.91837,3.72843,-0.706374,122.679,4.24639e+06
4.8,30.351,9.39483,3.69098,-0.0403667,152.248,4.26957e+06
4.9,31.2732,9.05062,3.69103,0.0414009,-60.3474,4.27321e+06
5,32.0843,7.1678,3.6746,-0.373115,-237.841,4.32978e+06
5.1,32.6129,3.36445,3.58461,-1.45424,-446.44,4.52909e+06
5.2,32.8472,1.29114,3.41069,-2.05288,-227.853,4.58101e+06
5.3,32.913,0.018914,3.18569,-2.46551,-130.32,4.59799e+06
5.4,32.9753,1.22848,2.96118,-2.03924,124.315,4.61345e+06
5.5,33.1923,3.08957,2.78718,-1.46492,200.129,4.6535e+06
5.6,33.4361,1.81494,2.61088,-2.05474,-141.416,4.6735e+06
5.7,33.7331,4.08777,2.43106,-1.57695,268.831,4.74577e+06
5.8,34.1647,4.54997,2.26682,-1.7169,57.5135,4.74907e+06
5.9,34.7905,7.92788,2.1189,-1.28038,452.48,4.95381e+06
6,35.7489,11.2192,2.00506,-1.02407,464.162,5.16926e+06
6.1,36.9968,13.733,1.90416,-1.01182,364.594,5.30219e+06
6.2,38.4802,15.9387,1.79756,-1.13574,321.386,5.40547e+06
6.3,39.9745,13.9765,1.65899,-1.61838,-308.432,5.5006e+06
6.4,41.2561,11.6834,1.47739,-1.98765,-384.95,5.64879e+06
6.5,42.5122,13.4862,1.25504,-2.48451,197.149,5.68766e+06
6.6,44.0348,17.0757,0.96381,-3.40924,391.789,5.84116e+06
6.7,45.6198,14.5039,0.639469,-2.99478,-443.076,6.03747e+06
6.8,46.9249,11.4768,0.37716,-2.17343,-406.267,6.20253e+06
6.9,47.9889,9.7531,0.18421,-1.65084,-208.832,6.24614e+06
7,48.7793,6.03132,0.0853713,-0.308267,-393.795,6.40121e+06
7.1,49.2732,3.84777,0.0939702,0.479197,-229.504,6.45388e+06
7.2,49.7126,4.94195,0.119504,0.0297509,108.184,6.46559e+06
