50,1,5
0,1,0,0,0,0,0
0.1,1.06479,1.29531,6.27394,-0.184611,148.145,21947.1
0.2,1.30318,3.47023,6.24006,-0.491905,249.527,84210.9
0.3,1.78561,6.17102,6.172,-0.86625,312.755,182027
0.4,2.57483,9.59089,6.06205,-1.32555,404.887,345960
0.5,3.38499,6.62146,5.95185,-0.879385,-329.985,454850
0.6,3.89794,3.64801,5.88633,-0.43274,-337.905,569030
0.7,4.05709,-0.461301,5.87281,0.161603,-479.574,799021
0.8,4.1501,2.32162,5.87349,-0.147933,346.47,919063
0.9,4.4618,3.90948,5.85113,-0.298051,204.435,960857
1,4.86452,4.14392,5.8228,-0.267812,42.8502,962693
1.1,5.41842,6.92428,5.78145,-0.555877,355.194,1.08886e+06
1.2,6.21129,8.92164,5.71691,-0.730613,267.302,1.16031e+06
1.3,7.00642,6.991,5.65926,-0.423857,-221.454,1.20935e+06
1.4,7.54516,3.7898,5.63948,0.0269471,-388.791,1.36051e+06
1.5,7.89708,3.24786,5.64946,0.172648,-51.8987,1.3632e+06
1.6,8.21351,3.08015,5.6718,0.27383,-3.881,1.36322e+06
1.7,8.49115,2.47036,5.70672,0.42445,-58.5601,1.36664e+06
1.8,8.81359,3.98325,5.74379,0.315005,205.54,1.40889e+06
1.9,9.18787,3.50103,5.78179,0.444473,-42.4623,1.41069e+06
2,9.44841,1.70236,5.84082,0.736975,-200.734,1.45099e+06
2.1,9.74633,4.26906,5.90071,0.45654,324.385,1.55621e+06
2.2,10.009,0.972587,5.97078,0.946792,-375.117,1.69693e+06
2.3,9.93652,-2.43205,6.09069,1.45249,-379.52,1.84096e+06
2.4,9.57042,-4.87539,6.2543,1.81475,-269.419,1.91355e+06
2.5,8.98648,-6.7618,0.166099,2.07398,-225.102,1.96422e+06
2.6,8.17971,-9.29724,0.389962,2.38414,-340.387,2.08008e+06
2.7,7.23547,-9.54285,0.627074,2.34704,-113.002,2.09285e+06
2.8,6.36974,-7.78921,0.847614,2.06799,130.055,2.10977e+06
2.9,5.79275,-3.81209,1.03123,1.621,462.636,2.3238e+06
3,5.43872,-3.28303,1.18533,1.46201,8.58227,2.32387e+06
3.1,5.28514,0.177954,1.31662,1.17459,455.558,2.53141e+06
3.2,5.27206,-0.449095,1.42818,1.05486,-130.413,2.54841e+06
3.3,5.11094,-2.78121,1.5285,0.945894,-377.301,2.69077e+06
3.4,4.80622,-3.32349,1.61614,0.805666,-100.47,2.70087e+06
3.5,4.40257,-4.75925,1.689,0.649112,-225.371,2.75166e+06
3.6,3.87953,-5.70938,1.74605,0.490611,-144.768,2.77262e+06
3.7,3.42223,-3.43862,1.79132,0.41733,339.177,2.88766e+06
3.8,3.2131,-0.744402,1.83071,0.373072,402.985,3.05005e+06
3.9,3.25078,1.49758,1.86557,0.326253,336.571,3.16333e+06
4,3.28053,-0.907021,1.88639,0.0889389,-343.895,3.2816e+06
4.1,3.29979,1.29212,1.89355,0.054687,332.437,3.39211e+06
4.2,3.53454,3.40291,1.89719,0.0182604,319.491,3.49419e+06
4.3,3.73269,0.562945,1.8859,-0.243254,-405.684,3.65877e+06
4.4,3.63354,-2.53676,1.84824,-0.507288,-449.067,3.86043e+06
4.5,3.52444,0.35464,1.79606,-0.540034,429.13,4.04458e+06
4.6,3.58192,0.801017,1.73585,-0.664923,64.113,4.04869e+06
4.7,3.5487,-1.45309,1.66014,-0.845118,-346.576,4.1688e+06
4.8,3.43105,-0.889661,1.56888,-0.981388,65.1919,4.17305e+06
4.9,3.35094,-0.70029,1.4637,-1.12266,-1.12509,4.17306e+06
5,3.20625,-2.18543,1.34605,-1.2259,-261.07,4.24121e+06
5.1,3.02264,-1.47054,1.21539,-1.38921,54.6838,4.2442e+06
5.2,2.96179,0.279876,1.0652,-1.62051,187.196,4.27925e+06
5.3,3.09585,2.43508,0.88915,-1.90834,218.899,4.32716e+06
5.4,3.321,2.05394,0.694962,-1.96958,-134.771,4.34533e+06
5.5,3.47846,1.06017,0.499426,-1.93063,-194.573,4.38318e+06
5.6,3.65576,2.47464,0.294198,-2.17072,116.511,4.39676e+06
5.7,4.04884,5.35223,0.0553383,-2.599,302.247,4.48811e+06
5.8,4.44516,2.52147,6.09862,-2.18707,-313.339,4.58629e+06
5.9,4.71918,2.91103,5.87867,-2.19989,90.3298,4.59445e+06
6,5.09332,4.50696,5.65138,-2.32911,275.101,4.67013e+06
6.1,5.4327,2.30782,5.43509,-2.00335,-191.258,4.70671e+06
6.2,5.74905,3.99077,5.23284,-2.02989,331.35,4.81651e+06
6.3,5.97759,0.62869,5.04687,-1.70428,-391.827,4.97004e+06
6.4,6.14482,2.71726,4.87908,-1.64253,385.024,5.11828e+06
6.5,6.3817,2.03887,4.72234,-1.49457,-37.3471,5.11967e+06
6.6,6.67202,3.78694,4.58036,-1.33922,310.005,5.21578e+06
6.7,7.00909,2.96685,4.45229,-1.22483,-88.3409,5.22358e+06
6.8,7.31987,3.2636,4.33709,-1.07856,64.6008,5.22775e+06
6.9,7.74326,5.22595,4.24118,-0.83533,290.32,5.31204e+06
7,8.17975,3.5014,4.1579,-0.834239,-243.678,5.37142e+06
7.1,8.3895,0.681291,4.06928,-0.945325,-391.1,5.52438e+06
7.2,8.41718,-0.127072,3.9766,-0.91082,-110.151,5.53651e+06
7.3,8.26276,-2.98033,3.8765,-1.09963,-376.866,5.67854e+06
7.4,8.11572,0.0682805,3.78753,-0.674117,387.917,5.82902e+06
