50,1,1
0,1,0,0,0,0,0
0.1,1.0155,0.309876,6.27547,-0.153674,34.1117,1163.62
0.2,1.00226,-0.574624,6.28244,0.292458,-97.2174,10614.8
0.3,1.14812,3.49001,6.21023,-1.72916,447.415,210795
0.4,1.59235,5.38448,5.99357,-2.57556,212.462,255935
0.5,1.95113,1.80074,5.82864,-0.733359,-393.861,411061
0.6,2.05945,0.366584,5.7984,0.128593,-156.645,435599
0.7,2.16651,1.77442,5.79149,-0.265737,161.979,461836
0.8,2.49808,4.85044,5.70961,-1.3525,351.086,585098
0.9,3.10231,7.22271,5.54037,-1.99663,277.981,662372
1,3.90881,8.8992,5.32948,-2.18485,205.306,704522
1.1,4.62627,5.4665,5.17726,-0.894807,-394.66,860279
1.2,4.99452,1.90163,5.14831,0.308258,-417.159,1.0343e+06
1.3,5.32622,4.73301,5.17079,0.135781,338.365,1.14879e+06
1.4,5.93333,7.40953,5.17651,-0.0229361,319.775,1.25105e+06
1.5,6.71905,8.30473,5.18606,0.213127,109.574,1.26305e+06
1.6,7.61471,9.60845,5.21398,0.341452,157.786,1.28795e+06
1.7,8.43826,6.85409,5.30359,1.46681,-317.456,1.38873e+06
1.8,8.93027,2.95941,5.52841,3.0822,-438.809,1.58128e+06
1.9,9.11086,0.641414,5.8973,4.3136,-243.135,1.6404e+06
2,9.0174,-2.47594,0.127191,5.90794,-336.806,1.75383e+06
2.1,8.9756,1.63539,0.613248,3.83985,438.958,1.94652e+06
2.2,9.06508,0.176765,1.00792,3.98901,-195.266,1.98465e+06
2.3,9.297,4.42724,1.33898,2.7364,480.058,2.2151e+06
2.4,9.55095,0.647098,1.60173,2.43407,-467.696,2.43384e+06
2.5,9.79129,4.15643,1.83036,2.20693,411.297,2.60301e+06
2.6,10.2051,4.11207,2.02759,1.74124,-9.35505,2.6031e+06
2.7,10.5431,2.63979,2.16251,0.946324,-171.871,2.63264e+06
2.8,10.7025,0.542934,2.20695,-0.0629312,-240.318,2.69039e+06
2.9,10.9176,3.76056,2.22892,0.508591,379.146,2.83414e+06
3,11.2846,3.58054,2.25781,0.0700973,-16.2701,2.83441e+06
3.1,11.8342,7.41532,2.30744,0.938707,448.45,3.03551e+06
3.2,12.5077,6.05161,2.36011,0.112356,-152.628,3.05881e+06
3.3,13.0535,4.8663,2.33304,-0.652936,-131.623,3.07613e+06
3.4,13.5457,4.97885,2.2515,-0.982597,16.8561,3.07642e+06
3.5,14.1357,6.81824,2.16157,-0.832083,217.627,3.12378e+06
3.6,14.876,7.9876,2.07322,-0.946024,140.166,3.14343e+06
3.7,15.7364,9.22125,1.97072,-1.11689,147.623,3.16522e+06
3.8,16.6697,9.44866,1.83807,-1.54151,26.735,3.16593e+06
3.9,17.5754,8.67314,1.65586,-2.09287,-97.6489,3.17547e+06
4,18.3707,7.24319,1.4217,-2.56204,-182.761,3.20887e+06
4.1,19.1804,8.96737,1.13159,-3.27548,186.657,3.24371e+06
4.2,20.0726,8.87601,0.784441,-3.64919,-34.7638,3.24492e+06
4.3,20.8679,7.00338,0.440664,-3.16216,-230.26,3.29794e+06
4.4,21.4396,4.4124,0.176628,-2.07173,-294.507,3.38467e+06
4.5,21.8302,3.39282,6.2751,-1.60357,-113.629,3.39758e+06
4.6,22.3719,7.42484,6.01589,-3.53999,447.627,3.59795e+06
4.7,22.9231,3.61431,5.75972,-1.60278,-416.74,3.77163e+06
4.8,23.4633,7.16496,5.5387,-2.75516,413.315,3.94246e+06
4.9,24.1578,6.73051,5.28866,-2.24111,-36.0322,3.94375e+06
5,24.7837,5.79681,5.09738,-1.59242,-99.5812,3.95367e+06
5.1,25.5176,8.87858,4.93623,-1.58683,374.728,4.09409e+06
5.2,26.2114,5.00648,4.81883,-0.797453,-459.302,4.30505e+06
5.3,26.6303,3.37427,4.76695,-0.246995,-194.44,4.34286e+06
5.4,26.9229,2.47685,4.76785,0.265135,-107.127,4.35433e+06
5.5,27.2789,4.64111,4.81514,0.671858,260.796,4.42235e+06
5.6,27.685,3.47761,4.91037,1.24098,-136.117,4.44088e+06
5.7,27.9934,2.68189,5.06299,1.81892,-87.8735,4.4486e+06
5.8,28.41,5.65683,5.23774,1.62934,360.841,4.5788e+06
5.9,28.8875,3.88072,5.44546,2.54374,-195.433,4.617e+06
6,29.1658,1.669,5.75672,3.704,-235.401,4.67241e+06
6.1,29.1054,-2.87353,6.24096,5.99525,-489.353,4.91188e+06
6.2,28.9891,0.570853,0.46987,4.22691,368.904,5.04797e+06
6.3,28.9574,-1.16711,0.914651,4.58557,-227.982,5.09994e+06
6.4,28.9118,0.238275,1.33462,3.84682,130.698,5.11703e+06
6.5,29.1071,3.65026,1.68524,3.26357,383.982,5.26447e+06
