70,1,1
0,1,0,0,0,0
0.1,1.06836,1.36669,6.24914,-0.677695,22637.2
0.2,1.31836,3.62939,6.12646,-1.76191,85269.4
0.3,1.86555,7.29124,5.86628,-3.3885,255230
0.4,2.45623,4.53728,5.59956,-1.96596,344628
0.5,2.99621,6.25296,5.3882,-2.22427,388116
0.6,3.77348,9.27787,5.14329,-2.607,524305
0.7,4.49563,5.18528,4.9412,-1.49795,751002
0.8,5.06431,6.19232,4.81095,-1.09478,766749
0.9,5.66165,5.75796,4.72665,-0.594183,769263
1,6.26857,6.38183,4.69175,-0.101933,774899
1.1,6.72765,2.79935,4.70424,0.355392,959796
1.2,6.88473,0.33961,4.76475,0.867224,1.04635e+06
1.3,7.08245,3.61262,4.86898,1.1883,1.20282e+06
1.4,7.37056,2.14135,5.01912,1.83057,1.23145e+06
1.5,7.42621,-1.04999,5.25403,2.92112,1.36387e+06
1.6,7.33699,-0.73212,5.56101,3.19542,1.367e+06
1.7,7.37003,1.41487,5.85159,2.559,1.43263e+06
1.8,7.67973,4.79423,6.03736,1.11777,1.57757e+06
1.9,8.02033,2.01742,6.22193,2.56588,1.6698e+06
2,8.00512,-2.29144,0.302334,4.64719,1.89977e+06
2.1,7.77466,-2.29396,0.756963,4.40332,1.90039e+06
2.2,7.65735,-0.0744172,1.14329,3.36938,1.95342e+06
2.3,7.74189,1.74857,1.44249,2.65401,1.99247e+06
2.4,7.73011,-1.99409,1.68742,2.16795,2.20495e+06
2.5,7.64452,0.279462,1.8907,1.93831,2.27554e+06
2.6,7.85405,3.91926,2.09601,2.23303,2.4575e+06
2.7,8.38305,6.67115,2.33794,2.66478,2.55712e+06
2.8,9.07558,7.17711,2.59793,2.5575,2.56003e+06
2.9,9.69883,5.27758,2.80053,1.49137,2.60509e+06
3,10.1115,2.97346,2.88747,0.248084,2.6692e+06
3.1,10.4556,3.9091,2.92906,0.588252,2.68034e+06
3.2,10.9624,6.23049,3.04035,1.65166,2.7465e+06
3.3,11.4571,3.66424,3.14008,0.350284,2.82607e+06
3.4,11.6061,-0.684021,3.06623,-1.83276,3.05478e+06
3.5,11.7103,2.76247,2.96553,-0.194985,3.19984e+06
3.6,11.8197,-0.56957,2.85947,-1.92632,3.3343e+06
3.7,11.9558,3.28225,2.75004,-0.286494,3.51964e+06
3.8,12.3789,5.1805,2.75575,0.401459,3.56588e+06
3.9,12.8488,4.21705,2.76447,-0.226607,3.57669e+06
4,13.2647,4.10172,2.72991,-0.467258,3.57678e+06
4.1,13.8886,8.3808,2.77126,1.30502,3.80775e+06
4.2,14.8072,9.99572,2.93218,1.93444,3.84025e+06
4.3,15.603,5.91661,3.02113,-0.154248,4.04148e+06
4.4,16.2563,7.1505,3.03336,0.400179,4.06027e+06
4.5,16.9128,5.9782,3.04177,-0.231431,4.07668e+06
4.6,17.5845,7.45755,3.05292,0.455644,4.10352e+06
4.7,18.2618,6.08833,3.06241,-0.265026,4.12601e+06
4.8,18.9068,6.81094,3.05183,0.0522749,4.13247e+06
4.9,19.5925,6.90368,3.05721,0.0558422,4.13259e+06
5,20.2045,5.33537,3.02156,-0.771343,4.1621e+06
5.1,20.948,9.53633,3.0454,1.25159,4.37728e+06
5.2,21.7849,7.2026,3.11076,0.0603863,4.44299e+06
5.3,22.5429,7.95617,3.13499,0.426408,4.4499e+06
5.4,23.1539,4.26353,3.08514,-1.42732,4.61481e+06
5.5,23.7921,8.49995,3.04582,0.635849,4.83309e+06
5.6,24.4558,4.77459,3.01444,-1.26498,5.00061e+06
5.7,25.1512,9.13247,2.99194,0.81153,5.23274e+06
5.8,25.8952,5.74689,2.9859,-0.932568,5.37097e+06
5.9,26.631,8.9682,2.96773,0.566409,5.4984e+06
6,27.5051,8.51424,3.00931,0.268507,5.50077e+06
6.1,28.2861,7.10577,2.99808,-0.49391,5.52446e+06
6.2,29.1216,9.60433,3.00677,0.668877,5.60107e+06
6.3,30.0538,9.03986,3.05681,0.335947,5.60482e+06
6.4,30.7785,5.45449,2.99894,-1.49593,5.76e+06
6.5,31.5416,9.80624,2.95225,0.554157,5.99205e+06
6.6,32.4713,8.78751,2.9783,-0.0313152,6.00431e+06
6.7,33.3987,9.76162,2.99527,0.372474,6.01617e+06
6.8,34.2832,7.92696,2.98365,-0.60566,6.0565e+06
6.9,35.1774,9.95753,2.96896,0.31017,6.1074e+06
7,36.1584,9.66244,2.98869,0.0860358,6.10836e+06
7.1,37.0886,8.9417,2.97574,-0.345991,6.11444e+06
7.2,38.0068,9.42158,2.94868,-0.19798,6.11742e+06
7.3,38.9388,9.21816,2.91901,-0.397799,6.11784e+06
7.4,39.893,9.86525,2.88929,-0.199508,6.12328e+06
7.5,40.8574,9.42252,2.85231,-0.542675,6.12545e+06
7.6,41.811,9.64823,2.79602,-0.588195,6.12622e+06
7.7,42.7911,9.95391,2.7356,-0.625684,6.1276e+06
7.8,43.7862,9.94669,2.66269,-0.837907,6.12761e+06
7.9,44.7641,9.61412,2.55967,-1.22797,6.12878e+06
8,45.7195,9.49593,2.42009,-1.57091,6.1289e+06
8.1,46.6334,8.78939,2.2331,-2.1688,6.13558e+06
8.2,47.5319,9.18626,2.00126,-2.48282,6.13732e+06
8.3,48.3166,6.53295,1.70761,-3.33121,6.24624e+06
8.4,49.0571,8.29122,1.35101,-3.85211,6.2805e+06
8.5,49.8542,7.65065,0.948372,-4.16754,6.29231e+06
8.6,50.6914,9.09724,0.489138,-5.02636,6.31012e+06
