50,1,1
0,1,0,0,0,0
0.1,1.17843,3.56618,6.19436,-1.76715,154243
0.2,1.72068,7.25791,5.93016,-3.46847,324911
0.3,2.25169,3.38096,5.68144,-1.53368,505900
0.4,2.66232,4.82509,5.51426,-1.7842,535808
0.5,3.05974,3.13154,5.38275,-0.855347,571230
0.6,3.55186,6.70196,5.26377,-1.48696,750582
0.7,4.26786,7.61884,5.12548,-1.26443,763911
0.8,4.96383,6.30586,5.03394,-0.574009,786722
0.9,5.62572,6.93297,4.9952,-0.198146,792771
1,6.45862,9.72485,4.97987,-0.104679,905384
1.1,7.44344,9.97112,4.99139,0.334828,906404
1.2,8.24959,6.14362,5.07638,1.38969,1.11003e+06
1.3,8.75971,4.04556,5.25885,2.28487,1.16663e+06
1.4,8.96387,0.00243034,5.5664,3.94066,1.36869e+06
1.5,8.92533,-0.761182,5.98995,4.50816,1.37288e+06
1.6,8.97131,1.7101,0.101195,3.32667,1.44929e+06
1.7,8.94311,-2.21992,0.524982,5.0493,1.65216e+06
1.8,8.85313,0.400417,0.96356,3.76818,1.72509e+06
1.9,8.94295,1.38293,1.30715,3.12016,1.7334e+06
2,9.17684,3.28091,1.58718,2.52226,1.77779e+06
2.1,9.50781,3.32903,1.81517,2.04042,1.7778e+06
2.2,9.91915,4.89574,2.00787,1.84207,1.81102e+06
2.3,10.4579,5.87764,2.18226,1.6648,1.82409e+06
2.4,11.1767,8.50788,2.37023,2.13887,1.91655e+06
2.5,11.8331,4.60519,2.49471,0.326347,2.11268e+06
2.6,12.4121,6.97709,2.56071,1.00726,2.1872e+06
2.7,13.2296,9.38083,2.70015,1.8085,2.26151e+06
2.8,14.0351,6.72418,2.81042,0.393671,2.34767e+06
2.9,14.7381,7.3364,2.85668,0.536134,2.35266e+06
3,15.2531,2.96687,2.79849,-1.69628,2.58508e+06
3.1,15.616,4.28737,2.64995,-1.29404,2.60738e+06
3.2,16.1293,5.97488,2.54462,-0.829427,2.64479e+06
3.3,16.7341,6.12148,2.45028,-1.06413,2.6452e+06
3.4,17.269,4.58525,2.29878,-1.95792,2.67572e+06
3.5,17.813,6.29279,2.11006,-1.84824,2.71485e+06
3.6,18.3314,4.09433,1.87832,-2.75163,2.78568e+06
3.7,18.8017,5.32141,1.58567,-3.13393,2.80298e+06
3.8,19.3263,5.1822,1.24828,-3.60673,2.80462e+06
3.9,19.9029,6.36236,0.85299,-4.32009,2.81621e+06
4,20.3638,2.80704,0.470889,-3.2093,2.99855e+06
4.1,20.5969,1.83953,0.163379,-2.90172,3.01204e+06
4.2,20.6895,0.0030815,6.20007,-2.00222,3.05326e+06
